,DiaSemana,Data,TipoMovimento,Model
176,Segunda-Feira,2011-05-30,Descend_stairs,False
177,Segunda-Feira,2011-05-30,Descend_stairs,False
178,Segunda-Feira,2011-05-30,Descend_stairs,False
179,Segunda-Feira,2011-05-30,Descend_stairs,False
180,Segunda-Feira,2011-05-30,Descend_stairs,False
181,Segunda-Feira,2011-05-30,Descend_stairs,False
182,Segunda-Feira,2011-05-30,Descend_stairs,False
183,Segunda-Feira,2011-05-30,Descend_stairs,False
184,Segunda-Feira,2011-05-30,Descend_stairs,False
185,Segunda-Feira,2011-05-30,Descend_stairs,False
186,Segunda-Feira,2011-05-30,Descend_stairs,False
187,Segunda-Feira,2011-05-30,Descend_stairs,False
188,Segunda-Feira,2011-05-30,Descend_stairs,False
189,Segunda-Feira,2011-05-30,Descend_stairs,False
190,Segunda-Feira,2011-05-30,Descend_stairs,False
191,Terça-Feira,2011-05-31,Descend_stairs,False
192,Terça-Feira,2011-05-31,Descend_stairs,False
193,Terça-Feira,2011-05-31,Descend_stairs,False
194,Terça-Feira,2011-05-31,Descend_stairs,False
195,Terça-Feira,2011-05-31,Descend_stairs,False
196,Quinta-Feira,2011-06-02,Descend_stairs,False
197,Quinta-Feira,2011-06-02,Descend_stairs,False
198,Quinta-Feira,2011-06-02,Descend_stairs,False
199,Quinta-Feira,2011-06-02,Descend_stairs,False
200,Segunda-Feira,2011-06-06,Descend_stairs,False
201,Segunda-Feira,2011-06-06,Descend_stairs,False
202,Segunda-Feira,2011-06-06,Descend_stairs,False
203,Segunda-Feira,2011-06-06,Descend_stairs,False
204,Segunda-Feira,2011-06-06,Descend_stairs,False
205,Segunda-Feira,2011-06-06,Descend_stairs,False
206,Segunda-Feira,2011-06-06,Descend_stairs,False
207,Quinta-Feira,2011-03-24,Drink_glass,False
208,Quinta-Feira,2011-03-24,Drink_glass,False
209,Quinta-Feira,2011-03-24,Drink_glass,False
210,Quinta-Feira,2011-03-24,Drink_glass,False
211,Quinta-Feira,2011-03-24,Drink_glass,False
212,Quinta-Feira,2011-03-24,Drink_glass,False
213,Quinta-Feira,2011-03-24,Drink_glass,False
214,Quinta-Feira,2011-03-24,Drink_glass,False
215,Quinta-Feira,2011-03-24,Drink_glass,False
216,Terça-Feira,2011-04-05,Drink_glass,False
217,Sexta-Feira,2011-04-08,Drink_glass,False
218,Sexta-Feira,2011-04-08,Drink_glass,False
219,Sexta-Feira,2011-04-08,Drink_glass,False
220,Segunda-Feira,2011-04-11,Drink_glass,False
221,Segunda-Feira,2011-04-11,Drink_glass,False
222,Terça-Feira,2011-04-12,Drink_glass,False
223,Terça-Feira,2011-04-12,Drink_glass,False
224,Segunda-Feira,2011-05-30,Drink_glass,False
225,Segunda-Feira,2011-05-30,Drink_glass,False
226,Segunda-Feira,2011-05-30,Drink_glass,False
227,Segunda-Feira,2011-05-30,Drink_glass,False
228,Segunda-Feira,2011-05-30,Drink_glass,False
229,Segunda-Feira,2011-05-30,Drink_glass,False
230,Terça-Feira,2011-05-31,Drink_glass,False
231,Terça-Feira,2011-05-31,Drink_glass,False
232,Terça-Feira,2011-05-31,Drink_glass,False
233,Terça-Feira,2011-05-31,Drink_glass,False
234,Terça-Feira,2011-05-31,Drink_glass,False
235,Terça-Feira,2011-05-31,Drink_glass,False
236,Quarta-feira,2011-06-01,Drink_glass,False
237,Quarta-feira,2011-06-01,Drink_glass,False
238,Quarta-feira,2011-06-01,Drink_glass,False
239,Quarta-feira,2011-06-01,Drink_glass,False
240,Quarta-feira,2011-06-01,Drink_glass,False
241,Quarta-feira,2011-06-01,Drink_glass,False
242,Quarta-feira,2011-06-01,Drink_glass,False
243,Quarta-feira,2011-06-01,Drink_glass,False
244,Quarta-feira,2011-06-01,Drink_glass,False
245,Quarta-feira,2011-06-01,Drink_glass,False
246,Quarta-feira,2011-06-01,Drink_glass,False
247,Quarta-feira,2011-06-01,Drink_glass,False
248,Quarta-feira,2011-06-01,Drink_glass,False
249,Quarta-feira,2011-06-01,Drink_glass,False
250,Quarta-feira,2011-06-01,Drink_glass,False
251,Quarta-feira,2011-06-01,Drink_glass,False
252,Quarta-feira,2011-06-01,Drink_glass,False
253,Quarta-feira,2011-06-01,Drink_glass,False
254,Quarta-feira,2011-06-01,Drink_glass,False
255,Quarta-feira,2011-06-01,Drink_glass,False
256,Quarta-feira,2011-06-01,Drink_glass,False
257,Quarta-feira,2011-06-01,Drink_glass,False
258,Quinta-Feira,2011-06-02,Drink_glass,False
259,Quinta-Feira,2011-06-02,Drink_glass,False
260,Quinta-Feira,2011-06-02,Drink_glass,False
261,Quinta-Feira,2011-06-02,Drink_glass,False
262,Quinta-Feira,2011-06-02,Drink_glass,False
263,Quinta-Feira,2011-06-02,Drink_glass,False
264,Quinta-Feira,2011-06-02,Drink_glass,False
265,Quinta-Feira,2011-06-02,Drink_glass,False
266,Quinta-Feira,2011-06-02,Drink_glass,False
267,Quinta-Feira,2011-06-02,Drink_glass,False
268,Quinta-Feira,2011-06-02,Drink_glass,False
269,Quinta-Feira,2011-06-02,Drink_glass,False
270,Quinta-Feira,2011-06-02,Drink_glass,False
271,Quinta-Feira,2011-06-02,Drink_glass,False
272,Sexta-Feira,2012-03-23,Drink_glass,False
273,Sexta-Feira,2012-03-23,Drink_glass,False
274,Sexta-Feira,2012-03-23,Drink_glass,False
275,Segunda-Feira,2012-03-26,Drink_glass,False
276,Segunda-Feira,2012-03-26,Drink_glass,False
277,Segunda-Feira,2012-03-26,Drink_glass,False
278,Segunda-Feira,2012-03-26,Drink_glass,False
279,Sexta-Feira,2012-05-25,Drink_glass,False
280,Sexta-Feira,2012-05-25,Drink_glass,False
281,Sexta-Feira,2012-05-25,Drink_glass,False
282,Sexta-Feira,2012-05-25,Drink_glass,False
283,Sexta-Feira,2012-05-25,Drink_glass,False
284,Segunda-Feira,2012-05-28,Drink_glass,False
285,Segunda-Feira,2012-05-28,Drink_glass,False
286,Segunda-Feira,2012-05-28,Drink_glass,False
287,Segunda-Feira,2012-05-28,Drink_glass,False
288,Segunda-Feira,2012-05-28,Drink_glass,False
289,Segunda-Feira,2012-05-28,Drink_glass,False
290,Terça-Feira,2012-05-29,Drink_glass,False
291,Terça-Feira,2012-05-29,Drink_glass,False
292,Terça-Feira,2012-05-29,Drink_glass,False
293,Terça-Feira,2012-05-29,Drink_glass,False
294,Terça-Feira,2012-05-29,Drink_glass,False
295,Quarta-feira,2012-05-30,Drink_glass,False
296,Quarta-feira,2012-05-30,Drink_glass,False
297,Quarta-feira,2012-05-30,Drink_glass,False
298,Quarta-feira,2012-05-30,Drink_glass,False
299,Quarta-feira,2012-05-30,Drink_glass,False
300,Quarta-feira,2012-05-30,Drink_glass,False
301,Quarta-feira,2012-05-30,Drink_glass,False
302,Quarta-feira,2012-05-30,Drink_glass,False
303,Quarta-feira,2012-05-30,Drink_glass,False
304,Quarta-feira,2012-05-30,Drink_glass,False
305,Quarta-feira,2012-05-30,Drink_glass,False
306,Quarta-feira,2012-05-30,Drink_glass,False
307,Quinta-Feira,2011-03-24,Drink_glass,True
308,Quinta-Feira,2011-03-24,Drink_glass,True
309,Sexta-Feira,2011-04-08,Drink_glass,True
310,Sexta-Feira,2011-04-08,Drink_glass,True
311,Terça-Feira,2011-05-31,Drink_glass,True
312,Quarta-feira,2011-06-01,Drink_glass,True
313,Quarta-feira,2011-06-01,Drink_glass,True
314,Quarta-feira,2011-06-01,Drink_glass,True
315,Quarta-feira,2011-06-01,Drink_glass,True
316,Quarta-feira,2011-06-01,Drink_glass,True
317,Quarta-feira,2011-06-01,Drink_glass,True
318,Quinta-Feira,2011-06-02,Drink_glass,True
319,Quinta-Feira,2011-06-02,Drink_glass,True
320,Quinta-Feira,2011-06-02,Drink_glass,True
321,Quinta-Feira,2011-06-02,Drink_glass,True
322,Quinta-Feira,2011-06-02,Drink_glass,True
323,Quinta-Feira,2011-06-02,Drink_glass,True
324,Quinta-Feira,2011-06-02,Drink_glass,True
325,Quinta-Feira,2011-06-02,Drink_glass,True
326,Quinta-Feira,2011-06-02,Drink_glass,True
327,Quinta-Feira,2011-03-24,Eat_meat,False
328,Quinta-Feira,2011-03-24,Eat_meat,False
329,Quinta-Feira,2011-03-24,Eat_meat,False
330,Quinta-Feira,2011-03-24,Eat_meat,False
331,Quinta-Feira,2011-03-24,Eat_meat,False
332,Quinta-Feira,2011-03-24,Eat_soup,False
333,Quinta-Feira,2011-03-24,Eat_soup,False
334,Quinta-Feira,2011-03-24,Eat_soup,False
335,Terça-Feira,2011-03-29,Getup_bed,False
336,Terça-Feira,2011-03-29,Getup_bed,False
337,Terça-Feira,2011-03-29,Getup_bed,False
338,Terça-Feira,2011-04-05,Getup_bed,False
339,Segunda-Feira,2011-04-11,Getup_bed,False
340,Segunda-Feira,2011-04-11,Getup_bed,False
341,Segunda-Feira,2011-05-30,Getup_bed,False
342,Segunda-Feira,2011-05-30,Getup_bed,False
343,Segunda-Feira,2011-05-30,Getup_bed,False
344,Segunda-Feira,2011-05-30,Getup_bed,False
345,Segunda-Feira,2011-05-30,Getup_bed,False
346,Segunda-Feira,2011-05-30,Getup_bed,False
347,Segunda-Feira,2011-05-30,Getup_bed,False
348,Segunda-Feira,2011-05-30,Getup_bed,False
349,Segunda-Feira,2011-05-30,Getup_bed,False
350,Segunda-Feira,2011-05-30,Getup_bed,False
351,Segunda-Feira,2011-05-30,Getup_bed,False
352,Segunda-Feira,2011-05-30,Getup_bed,False
353,Terça-Feira,2011-05-31,Getup_bed,False
354,Terça-Feira,2011-05-31,Getup_bed,False
355,Terça-Feira,2011-05-31,Getup_bed,False
356,Terça-Feira,2011-05-31,Getup_bed,False
357,Terça-Feira,2011-05-31,Getup_bed,False
358,Quinta-Feira,2011-06-02,Getup_bed,False
359,Quinta-Feira,2011-06-02,Getup_bed,False
360,Quinta-Feira,2011-06-02,Getup_bed,False
361,Quinta-Feira,2011-06-02,Getup_bed,False
362,Segunda-Feira,2012-05-28,Getup_bed,False
363,Segunda-Feira,2012-05-28,Getup_bed,False
364,Segunda-Feira,2012-05-28,Getup_bed,False
365,Segunda-Feira,2012-05-28,Getup_bed,False
366,Segunda-Feira,2012-05-28,Getup_bed,False
367,Quarta-feira,2012-05-30,Getup_bed,False
368,Quarta-feira,2012-05-30,Getup_bed,False
369,Quarta-feira,2012-05-30,Getup_bed,False
370,Quarta-feira,2012-05-30,Getup_bed,False
371,Quarta-feira,2012-05-30,Getup_bed,False
372,Quinta-Feira,2012-06-07,Getup_bed,False
373,Quinta-Feira,2012-06-07,Getup_bed,False
374,Quinta-Feira,2012-06-07,Getup_bed,False
375,Quinta-Feira,2012-06-07,Getup_bed,False
376,Quinta-Feira,2012-06-07,Getup_bed,False
377,Quinta-Feira,2012-06-07,Getup_bed,False
378,Quinta-Feira,2012-06-07,Getup_bed,False
379,Quinta-Feira,2012-06-07,Getup_bed,False
380,Quinta-Feira,2012-06-07,Getup_bed,False
381,Quinta-Feira,2012-06-07,Getup_bed,False
382,Quinta-Feira,2012-06-07,Getup_bed,False
383,Quinta-Feira,2012-06-07,Getup_bed,False
384,Terça-Feira,2012-06-12,Getup_bed,False
385,Terça-Feira,2012-06-12,Getup_bed,False
386,Terça-Feira,2012-06-12,Getup_bed,False
387,Terça-Feira,2012-06-12,Getup_bed,False
388,Terça-Feira,2012-06-12,Getup_bed,False
389,Terça-Feira,2012-06-12,Getup_bed,False
390,Terça-Feira,2012-06-12,Getup_bed,False
391,Terça-Feira,2012-06-12,Getup_bed,False
392,Terça-Feira,2012-06-12,Getup_bed,False
393,Terça-Feira,2012-06-12,Getup_bed,False
394,Terça-Feira,2012-06-12,Getup_bed,False
395,Terça-Feira,2012-06-12,Getup_bed,False
396,Terça-Feira,2012-06-12,Getup_bed,False
397,Terça-Feira,2012-06-12,Getup_bed,False
398,Terça-Feira,2012-06-12,Getup_bed,False
399,Terça-Feira,2012-06-12,Getup_bed,False
400,Terça-Feira,2012-06-12,Getup_bed,False
401,Terça-Feira,2012-06-12,Getup_bed,False
402,Terça-Feira,2012-06-12,Getup_bed,False
403,Terça-Feira,2012-06-12,Getup_bed,False
404,Terça-Feira,2012-06-12,Getup_bed,False
405,Terça-Feira,2012-06-12,Getup_bed,False
406,Terça-Feira,2012-06-12,Getup_bed,False
407,Terça-Feira,2012-06-12,Getup_bed,False
408,Terça-Feira,2012-06-12,Getup_bed,False
409,Terça-Feira,2012-06-12,Getup_bed,False
410,Terça-Feira,2012-06-12,Getup_bed,False
411,Terça-Feira,2012-06-12,Getup_bed,False
412,Terça-Feira,2012-06-12,Getup_bed,False
413,Terça-Feira,2012-06-12,Getup_bed,False
414,Terça-Feira,2012-06-12,Getup_bed,False
415,Terça-Feira,2012-06-12,Getup_bed,False
416,Terça-Feira,2012-06-12,Getup_bed,False
417,Terça-Feira,2012-06-12,Getup_bed,False
418,Quarta-feira,2012-06-20,Getup_bed,False
419,Quarta-feira,2012-06-20,Getup_bed,False
420,Quarta-feira,2012-06-20,Getup_bed,False
421,Quarta-feira,2012-06-20,Getup_bed,False
422,Quarta-feira,2012-06-20,Getup_bed,False
423,Quarta-feira,2012-06-20,Getup_bed,False
424,Quarta-feira,2012-06-20,Getup_bed,False
425,Quarta-feira,2012-06-20,Getup_bed,False
426,Quarta-feira,2012-06-20,Getup_bed,False
427,Quarta-feira,2012-06-20,Getup_bed,False
428,Quarta-feira,2012-06-20,Getup_bed,False
429,Quarta-feira,2012-06-20,Getup_bed,False
430,Quarta-feira,2012-06-20,Getup_bed,False
431,Quarta-feira,2012-06-20,Getup_bed,False
432,Quarta-feira,2012-06-20,Getup_bed,False
433,Quarta-feira,2012-06-20,Getup_bed,False
434,Quarta-feira,2012-06-20,Getup_bed,False
435,Quarta-feira,2012-06-20,Getup_bed,False
436,Terça-Feira,2011-03-29,Getup_bed,True
437,Terça-Feira,2011-04-05,Getup_bed,True
438,Segunda-Feira,2011-04-11,Getup_bed,True
439,Segunda-Feira,2011-04-11,Getup_bed,True
440,Segunda-Feira,2011-05-30,Getup_bed,True
441,Segunda-Feira,2011-05-30,Getup_bed,True
442,Segunda-Feira,2011-05-30,Getup_bed,True
443,Terça-Feira,2011-05-31,Getup_bed,True
444,Quinta-Feira,2011-06-02,Getup_bed,True
445,Quinta-Feira,2011-06-02,Getup_bed,True
446,Quinta-Feira,2011-06-02,Getup_bed,True
447,Segunda-Feira,2012-05-28,Getup_bed,True
448,Segunda-Feira,2012-05-28,Getup_bed,True
449,Segunda-Feira,2012-05-28,Getup_bed,True
450,Quarta-feira,2012-05-30,Getup_bed,True
451,Quarta-feira,2012-05-30,Getup_bed,True
452,Quarta-feira,2012-05-30,Getup_bed,True
453,Terça-Feira,2012-06-12,Getup_bed,True
454,Terça-Feira,2012-06-12,Getup_bed,True
455,Terça-Feira,2012-06-12,Getup_bed,True
456,Terça-Feira,2011-03-29,Liedown_bed,False
457,Terça-Feira,2011-03-29,Liedown_bed,False
458,Terça-Feira,2011-03-29,Liedown_bed,False
459,Terça-Feira,2011-04-05,Liedown_bed,False
460,Segunda-Feira,2011-04-11,Liedown_bed,False
461,Segunda-Feira,2011-04-11,Liedown_bed,False
462,Segunda-Feira,2011-05-30,Liedown_bed,False
463,Segunda-Feira,2011-05-30,Liedown_bed,False
464,Segunda-Feira,2011-05-30,Liedown_bed,False
465,Segunda-Feira,2011-05-30,Liedown_bed,False
466,Segunda-Feira,2011-05-30,Liedown_bed,False
467,Segunda-Feira,2011-05-30,Liedown_bed,False
468,Segunda-Feira,2011-05-30,Liedown_bed,False
469,Segunda-Feira,2011-05-30,Liedown_bed,False
470,Segunda-Feira,2011-05-30,Liedown_bed,False
471,Segunda-Feira,2011-05-30,Liedown_bed,False
472,Segunda-Feira,2011-05-30,Liedown_bed,False
473,Segunda-Feira,2011-05-30,Liedown_bed,False
474,Terça-Feira,2011-05-31,Liedown_bed,False
475,Terça-Feira,2011-05-31,Liedown_bed,False
476,Terça-Feira,2011-05-31,Liedown_bed,False
477,Terça-Feira,2011-05-31,Liedown_bed,False
478,Terça-Feira,2011-05-31,Liedown_bed,False
479,Quinta-Feira,2011-06-02,Liedown_bed,False
480,Quinta-Feira,2011-06-02,Liedown_bed,False
481,Quinta-Feira,2011-06-02,Liedown_bed,False
482,Quinta-Feira,2011-06-02,Liedown_bed,False
483,Quinta-Feira,2011-06-02,Liedown_bed,False
484,Quinta-Feira,2011-03-24,Pour_water,False
485,Quinta-Feira,2011-03-24,Pour_water,False
486,Quinta-Feira,2011-03-24,Pour_water,False
487,Terça-Feira,2011-04-05,Pour_water,False
488,Segunda-Feira,2011-04-11,Pour_water,False
489,Segunda-Feira,2011-05-30,Pour_water,False
490,Segunda-Feira,2011-05-30,Pour_water,False
491,Terça-Feira,2011-05-31,Pour_water,False
492,Terça-Feira,2011-05-31,Pour_water,False
493,Quarta-feira,2011-06-01,Pour_water,False
494,Quarta-feira,2011-06-01,Pour_water,False
495,Quarta-feira,2011-06-01,Pour_water,False
496,Quarta-feira,2011-06-01,Pour_water,False
497,Quarta-feira,2011-06-01,Pour_water,False
498,Quarta-feira,2011-06-01,Pour_water,False
499,Quarta-feira,2011-06-01,Pour_water,False
500,Quarta-feira,2011-06-01,Pour_water,False
501,Quarta-feira,2011-06-01,Pour_water,False
502,Quinta-Feira,2011-06-02,Pour_water,False
503,Quinta-Feira,2011-06-02,Pour_water,False
504,Quinta-Feira,2011-06-02,Pour_water,False
505,Quinta-Feira,2011-06-02,Pour_water,False
506,Quinta-Feira,2011-06-02,Pour_water,False
507,Quinta-Feira,2011-06-02,Pour_water,False
508,Quinta-Feira,2011-06-02,Pour_water,False
509,Quinta-Feira,2011-06-02,Pour_water,False
510,Quinta-Feira,2011-06-02,Pour_water,False
511,Segunda-Feira,2011-06-06,Pour_water,False
512,Segunda-Feira,2011-06-06,Pour_water,False
513,Segunda-Feira,2011-06-06,Pour_water,False
514,Segunda-Feira,2011-06-06,Pour_water,False
515,Segunda-Feira,2011-06-06,Pour_water,False
516,Segunda-Feira,2011-06-06,Pour_water,False
517,Segunda-Feira,2011-06-06,Pour_water,False
518,Segunda-Feira,2011-06-06,Pour_water,False
